CVE ID,Framework/Tool,Affected Versions,Type of Attack,Description,Severity Score,Source of CVE,Relevant Phase,Attack Vector,Mitigation,Source of Mitigation,Extracted Version
CVE-2020-15204,tensorflow,< 1.15.4,Null Pointer Dereference,"In TensorFlow before versions 1.15.4, 2.0.3, 2.1.2, 2.2.1, and 2.3.1, calling tf.raw_ops.GetSessionHandle or tf.raw_ops.GetSessionHandleV2 in eager mode results in a null pointer dereference. The session state is not set in eager mode, leading to segmentation faults. Patched in TensorFlow 1.15.4 and later versions.",,NVD,"Development, Deployment",Unknown,Ensure that session state is properly initialized before using session handles in eager mode.,"CERT C Coding Standard, EXP34-C (Avoid dereferencing null pointers) - Safeguarding pointer access.",1.15.4
CVE-2020-15203,tensorflow,< 1.15.4,Format String Vulnerability,"TensorFlow versions before 1.15.4, 2.0.3, 2.1.2, 2.2.1, and 2.3.1 have a vulnerability where controlling the fill argument of tf.strings.as_string can trigger a format string vulnerability, leading to segmentation faults. Patched in TensorFlow 1.15.4 and later versions.",,NVD,"Development, Testing",Unknown,Validate the fill argument to restrict user input and avoid unintended format strings.,"OWASP Secure Coding Practices, Input Validation - Preventing injection vulnerabilities.",1.15.4
CVE-2020-15202,tensorflow,< 1.15.4,Integer Truncation,"TensorFlow versions before 1.15.4, 2.0.3, 2.1.2, 2.2.1, and 2.3.1 have an issue with the Shard API using lambdas with incorrect integer types, leading to integer truncation, segmentation faults, and potential memory corruption. Patched in TensorFlow 1.15.4 and later versions.",,NVD,"Development, Testing",Unknown,Enforce type checks on integer parameters passed to Shard API to prevent truncation errors.,"CERT C Coding Standard, INT35-C (Use correct integer types) - Avoiding truncation issues.",1.15.4
CVE-2020-15201,tensorflow,< 2.3.1,Heap Buffer Overflow,"In TensorFlow before version 2.3.1, lack of validation in RaggedCountSparseOutput allows heap buffer overflow if the splits tensor values do not form a valid partitioning of the values tensor. Patched in TensorFlow 2.3.1.",,NVD,"Development, Testing",Unknown,Validate the splits tensor values to ensure they form a valid partitioning of the values tensor.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection) - Preventing memory corruption.",2.3.1
CVE-2020-15200,tensorflow,< 2.3.1,Heap Buffer Overflow,"In TensorFlow before version 2.3.1, invalid partitioning of the splits tensor in RaggedCountSparseOutput can cause heap buffer overflow, leading to segmentation faults. Patched in TensorFlow 2.3.1.",,NVD,"Development, Testing",Unknown,Implement validation checks for tensor partitions to avoid out-of-bounds memory access.,"CERT C Coding Standard, ARR32-C (Validate array indices) - Managing secure memory access.",2.3.1
CVE-2020-15199,tensorflow,< 2.3.1,Uninitialized Data Access,"TensorFlow versions before 2.3.1 lack validation for the splits tensor in RaggedCountSparseOutput, leading to initialization errors and possible crashes. Patched in TensorFlow 2.3.1.",,NVD,"Development, Testing",Unknown,Ensure tensor initialization and validate splits data before execution.,"CERT C Coding Standard, MSC32-C (Properly initialize variables) - Managing uninitialized memory.",2.3.1
CVE-2020-15198,tensorflow,< 2.3.1,Invalid Sparse Tensor Validation,"TensorFlow versions before 2.3.1 do not validate that the indices and values tensors have the same shape in SparseCountSparseOutput, leading to potential heap buffer overflows. Patched in TensorFlow 2.3.1.",,NVD,"Development, Testing",Unknown,Validate tensor dimensions and shapes before proceeding with SparseCountSparseOutput.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation) - Ensuring data integrity and consistency.",2.3.1
CVE-2020-15197,tensorflow,< 2.3.1,Denial of Service,"In TensorFlow before version 2.3.1, SparseCountSparseOutput does not validate the rank of indices, causing crashes if tensors with invalid ranks are passed. Patched in TensorFlow 2.3.1.",,NVD,"Development, Testing",Unknown,Enforce input validation for the rank of indices before using in sparse operations.,"CERT C Coding Standard, FLP34-C (Avoid division by zero) - Ensuring correct data structure usage.",2.3.1
CVE-2020-15196,tensorflow,< 2.3.1,Out of Bounds Read,"TensorFlow version 2.3.0's SparseCountSparseOutput and RaggedCountSparseOutput do not validate the weights tensor shape, leading to out-of-bounds reads. Patched in TensorFlow 2.3.1.",,NVD,"Development, Deployment",Unknown,Validate the shape of the weights tensor to ensure compatibility with input tensors.,"CERT C Coding Standard, ARR32-C (Validate array indices) - Ensuring memory safety.",2.3.1
CVE-2020-15195,tensorflow,< 2.3.1,Heap Buffer Overflow,"TensorFlow versions before 1.15.4 and 2.x have a double indexing issue in SparseFillEmptyRowsGrad, allowing buffer overflows. Patched in TensorFlow 1.15.4, 2.0.3, 2.1.2, 2.2.1, and 2.3.1.",,NVD,"Development, Testing",Unknown,Implement bounds checks for indices to prevent buffer overflow in sparse operations.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection) - Preventing overflow conditions.",2.3.1
CVE-2020-15194,tensorflow,< 2.3.1,Denial of Service,"In TensorFlow before versions 1.15.4, 2.0.3, 2.1.2, 2.2.1, and 2.3.1, incomplete validation of SparseFillEmptyRowsGrad arguments allows passing a bad grad_values_t, triggering assertion failures.",,NVD,"Development, Deployment",Unknown,Validate arguments of SparseFillEmptyRowsGrad to prevent incorrect values from causing crashes.,"CERT C Coding Standard, MSC30-C (Use proper assert statements) - Ensuring robust input validation.",2.3.1
CVE-2020-15193,tensorflow,< 2.3.1,Memory Corruption,"In TensorFlow before versions 2.2.1 and 2.3.1, dlpack.to_dlpack can use uninitialized memory if a non-tensor object is passed, resulting in memory corruption.",,NVD,"Development, Deployment",Unknown,Validate input object types to ensure they are tensors before using dlpack.to_dlpack.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation) - Ensuring type safety.",2.3.1
CVE-2020-15192,tensorflow,< 2.3.1,Memory Leak,TensorFlow versions before 2.2.1 and 2.3.1 may leak memory if a list of strings is passed to dlpack.to_dlpack due to improper status checks following validation failures.,,NVD,"Development, Deployment",Unknown,Implement comprehensive status checks to ensure proper memory release.,"CERT C Coding Standard, MEM31-C (Free dynamically allocated memory) - Managing memory lifecycle effectively.",2.3.1
CVE-2020-15191,tensorflow,< 2.3.1,Null Pointer Dereference,"In TensorFlow before versions 2.2.1 and 2.3.1, invalid arguments to dlpack.to_dlpack may result in null pointer dereferencing due to unchecked status variables.",,NVD,"Development, Deployment",Unknown,Validate arguments to dlpack.to_dlpack before proceeding with operations.,"CERT C Coding Standard, EXP34-C (Avoid dereferencing null pointers) - Preventing segmentation faults.",2.3.1
CVE-2020-15190,tensorflow,< 2.3.1,Null Pointer Dereference,"In TensorFlow before versions 1.15.4, 2.0.3, 2.1.2, 2.2.1, and 2.3.1, tf.raw_ops.Switch operation can cause a null pointer dereference due to uninitialized output tensors.",,NVD,"Development, Deployment",Unknown,Ensure output tensors are properly initialized before performing switch operations.,"CERT C Coding Standard, EXP34-C (Avoid dereferencing null pointers) - Ensuring pointer safety.",2.3.1
CVE-2018-21233,tensorflow,< 1.7.0,Integer Overflow,"TensorFlow before 1.7.0 has an integer overflow that causes an out-of-bounds read, possibly causing disclosure of process memory content.",,NVD,"Design, Deployment",Unknown,"Validate all integer operations to ensure they do not exceed their bounds, preventing overflows.","NIST SP 800-53 Rev. 5, SI-16 (Memory Protection) - Ensuring robust input handling.",1.7.0
CVE-2020-5215,tensorflow,< 2.0.1,Segmentation Fault,"In TensorFlow before 1.15.2 and 2.0.1, converting strings to tf.float16 values in eager mode can lead to segmentation faults, potentially causing denial of service in inference/training.",,NVD,"Development, Deployment",Unknown,Validate input data types when converting to tf.float16 to prevent type errors.,"CERT C Coding Standard, EXP34-C (Avoid dereferencing null pointers) - Preventing runtime crashes.",2.0.1
CVE-2019-16778,tensorflow,<=1.15,Heap Buffer Overflow,"In TensorFlow before 1.15, a heap buffer overflow in UnsortedSegmentSum can be caused by truncating values from int64 to int32, resulting in out-of-bounds memory access.",,NVD,"Design, Development",Unknown,Validate the data types before truncating between int64 and int32. Avoid automatic truncation of larger data types into smaller ones.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation) - Ensuring that data type conversion maintains memory safety.",
CVE-2018-7575,tensorflow,<=1.7,Buffer Overflow,Google TensorFlow 1.7.x and earlier is affected by a buffer overflow vulnerability that is context-dependent.,,NVD,"Development, Deployment",Unknown,"Perform bounds checking on all buffer-related operations, and ensure memory access is within defined ranges.","CERT C Coding Standard, MEM35-C (Avoid Buffer Overflows) - Avoiding read/write beyond buffer limits.",
CVE-2019-9635,tensorflow,< 1.12.2,Null Pointer Dereference,NULL pointer dereference in TensorFlow before 1.12.2 could cause denial of service via an invalid GIF file.,,NVD,"Deployment, Maintenance",Unknown,Implement comprehensive input validation to detect and reject invalid GIF files before processing.,"NIST SP 800-53 Rev. 5, SI-7 (Software, Firmware, and Information Integrity) - Input integrity validation for secure file handling.",1.12.2
CVE-2018-7577,tensorflow,< 1.7.1,Memory Corruption,"Memcpy parameter overlap in the Snappy library, as used in TensorFlow before 1.7.1, could cause crashes or read from other memory areas.",,NVD,"Development, Maintenance",Unknown,Ensure libraries like Snappy are updated to versions without memory handling issues. Validate input data to avoid parameter overlap.,"CERT C Coding Standard, MEM35-C (Ensure libraries are updated and input validation is applied).",1.7.1
CVE-2018-10055,tensorflow,< 1.7.1,Invalid Memory Access/Buffer Overflow,TensorFlow's XLA compiler could access invalid memory or cause a heap buffer overflow via a crafted configuration file in versions before 1.7.1.,,NVD,"Design, Deployment",Unknown,Validate configuration files before processing to ensure all parameters are within expected ranges.,"OWASP Secure Coding Practices, Input Validation - Ensuring secure handling of configuration files.",1.7.1
CVE-2018-8825,tensorflow,<=1.7,Buffer Overflow,"Google TensorFlow 1.7 and below has a buffer overflow vulnerability, potentially allowing local execution of arbitrary code.",,NVD,"Design, Deployment",Unknown,"Implement bounds checking in buffer operations, and avoid direct memory manipulation where possible.","NIST SP 800-53 Rev. 5, SI-16 (Memory Protection) - Implementing safeguards against memory overflows.",
CVE-2018-7576,tensorflow,<=1.6,Null Pointer Dereference,Google TensorFlow 1.6.x and earlier could cause a null pointer dereference under specific conditions.,,NVD,"Development, Maintenance",Unknown,"Validate pointers before dereferencing to ensure they are not null, especially in edge-case scenarios.","CERT C Coding Standard, EXP34-C (Avoid dereferencing null pointers) - Preventing runtime crashes.",
CVE-2022-35989,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's MaxPool GPU kernel fails when receiving a ksize input with dimensions greater than its input tensor, leading to a denial of service (DoS). A patch is available in GitHub commit 32d7bd3defd134f21a4e344c8dfd40099aaf6b18, and this fix is included in TensorFlow 2.10.0 and prior supported versions.",7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from commit 32d7bd3defd134f21a4e344c8dfd40099aaf6b18 or update to TensorFlow 2.10.0. Ensure input validation for window size (ksize) is in place to prevent oversized dimensions. Additionally, perform unit testing on input shapes and handle invalid input sizes gracefully in GPU-based operations.","NIST SP 800-53 Rev. 5, SA-11 (Testing and Evaluation), SI-10 (Input Validation)",2.10.0
CVE-2022-35990,tensorflow,< 2.10.0,Denial of Service (DoS),"TensorFlow's tf.quantization.fake_quant_with_min_max_vars_per_channel_gradient fails with a CHECK when receiving min or max inputs of rank other than 1, leading to a denial of service (DoS). A patch is available in GitHub commit f3cf67ac5705f4f04721d15e485e192bb319feed, and included in TensorFlow 2.10.0 and prior versions.",7.5,NVD,Implementation and Testing,Unknown,Apply the patch from GitHub commit f3cf67ac5705f4f04721d15e485e192bb319feed or upgrade to TensorFlow 2.10.0. Implement input validation to ensure that inputs to fake_quant_with_min_max_vars_per_channel_gradient have the correct rank before processing. Regular testing should be conducted to identify potential failures due to invalid input ranks.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Developer Testing and Evaluation)",2.10.0
CVE-2022-36019,tensorflow,< 2.10.0,Denial of Service (DoS),"The FakeQuantWithMinMaxVarsPerChannel function in TensorFlow fails when provided with min or max tensors of a rank other than 1, leading to a denial of service (DoS). A fix is included in GitHub commit 785d67a78a1d533759fcd2f5e8d6ef778de849e0 and is available in TensorFlow 2.10.0.",7.5,NVD,Implementation and Testing,Unknown,Update TensorFlow to version 2.10.0 or apply the patch from commit 785d67a78a1d533759fcd2f5e8d6ef778de849e0. Validate inputs for min and max tensors before they are passed into FakeQuantWithMinMaxVarsPerChannel and enforce strict input checks. Continuous fuzz testing and input sanitization can prevent such vulnerabilities from being exploited.,"NIST SP 800-53 Rev. 5, SA-11 (Testing and Evaluation), SI-3 (Malicious Code Protection)",2.10.0
